fixture_id	dialect	profile	exact_release	calcite_version	parser_config	source_archive_url	sha512	git_tag	git_commit	source_url	heading	retrieval_date	category	expected_status	fixture_sha256	grammar_path	line_range	mode
flink-grammar.alter-catalog	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlAlterCatalog	2026-08-07	positive	valid	8a1e7f4f38c0d59755b5aafad535b41e71857563e5c979c0d93f8fde889378bb	Parser.tdd:659 (SqlAlterCatalog)	659	strict+editor
flink-grammar.alter-function	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlAlterFunction AS class LANGUAGE	2026-08-07	positive	valid	fe6ef4f65ec4f0d94b9ae51cbc2c0e22173fda1e0dd58e69ec29ecd0d4b05c89	Parser.tdd:665 (SqlAlterFunction AS class LANGUAGE)	665	strict+editor
flink-grammar.alter-view-as	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlAlterView AS query	2026-08-07	positive	valid	fbd2f545058632182dd46934510a4b7ceba2aca86ce186c20424519312e685d5	Parser.tdd:692 (SqlAlterView AS query)	692	strict+editor
flink-grammar.alter-view-rename	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlAlterView RENAME TO	2026-08-07	positive	valid	27f2f0a87821e6c1013bcd61e153ed652fb8a8a393f82cff29f9aced660c01fc	Parser.tdd:692 (SqlAlterView RENAME TO)	692	strict+editor
flink-grammar.analyze-buckets	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	Doris-only ANALYZE BUCKETS	2026-08-07	negative	error	e9b3166c4c323c56bcd6b256ade3f8a62939d93b453cf944af2594f6a89e64a5	D-04 gate: Doris-only ANALYZE BUCKETS	009	strict+editor
flink-grammar.analyze-table	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlAnalyzeTable	2026-08-07	positive	valid	29f8fdcc04b7ab0ad8065451e9e5d4e92da6e5de22ea7ced7b9f2b2254228ac3	parserImpls.ftl:3413-3443 (SqlAnalyzeTable)	3413-3443	strict+editor
flink-grammar.array-ctor	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCollectionTypeNameSpec	2026-08-07	positive	valid	1d4bed9e72404e49fd55aad648f08ce661ff0c1d4bcdbc949c2c54b2447cd749	Parser-calcite-1.36.0.jj (SqlCollectionTypeNameSpec)	8793-8795	strict+editor
flink-grammar.cast-map-type	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	dataTypeParserMethods SqlMapTypeName	2026-08-07	positive	valid	01342568f6502a8da37361cda401ad5cb1ac1e3080b5de3f4d5e8af718e49b02	Parser.tdd:759-765 (dataTypeParserMethods SqlMapTypeName)	759-765	strict+editor
flink-grammar.cast-timestamp-ltz	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	dataTypeParserMethods SqlTimestampLtzTypeName	2026-08-07	positive	valid	faa66cbf773a1e01593b9ccbf465b8ab2473a069a4628d5bb2d67495d2afc9aa	Parser.tdd:759-765 (dataTypeParserMethods SqlTimestampLtzTypeName)	759-765	strict+editor
flink-grammar.create-catalog	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateCatalog	2026-08-07	catalog-prerequisite	valid	3c909dee30cf344b99e56ebf3c8bdfc40165fef5f77c07b74b3050ba3e2ecca7	parserImpls.ftl:142-188 (SqlCreateCatalog)	142-188	strict+editor
flink-grammar.create-catalog-incomplete	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateCatalog WITH Properties	2026-08-07	recovery	recovered	4f2cd3ff4d8b4fc8260e01fd956c0a00e02003373e93b23152e465822aa9844a	parserImpls.ftl:142-188 (SqlCreateCatalog WITH Properties)	142-188	strict+editor
flink-grammar.create-database	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateDatabase	2026-08-07	positive	valid	daff0aae305e54b9e46ecbc455b10f5909fb0e9dfba190807f5d41e91d3b43e6	parserImpls.ftl:301-372 (SqlCreateDatabase)	301-372	strict+editor
flink-grammar.create-function	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateFunction LANGUAGE	2026-08-07	catalog-prerequisite	valid	b213c03165bc9b019a9b3583313f9b61601882de4c696bae041d2e7e14d54373	parserImpls.ftl:390-480 (SqlCreateFunction LANGUAGE)	390-480	strict+editor
flink-grammar.create-function-incomplete	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateFunction missing class string	2026-08-07	recovery	recovered	ad65429f920762fd5118b2c599d09d8055e2b10ba964ba0a73a6f78f4abae10c	parserImpls.ftl:390-480 (SqlCreateFunction missing class string)	390-480	strict+editor
flink-grammar.create-function-python	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateFunction TEMPORARY SYSTEM LANGUAGE PYTHON	2026-08-07	catalog-prerequisite	valid	3cf8f78a592292fb2413a3a664e5b801312bebef74c62dfd9c1943f7e67ad927	parserImpls.ftl:390-480 (SqlCreateFunction TEMPORARY SYSTEM LANGUAGE PYTHON)	390-480	strict+editor
flink-grammar.create-table-as	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateTableAs	2026-08-07	positive	valid	3dc5b3c4c0ae324f0683f3af4b17f404648bacce888631c562e033897176f5e3	parserImpls.ftl:1650-1690 (SqlCreateTableAs)	1650-1690	strict+editor
flink-grammar.create-table-columns	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableColumn	2026-08-07	positive	valid	e7491671adc184611cc9d6488e6aacc9e57160296d06570e8b772f3a84c86f6a	parserImpls.ftl:1103-1145 (TableColumn), :1150-1210 (Computed/Metadata), :1432-1504 (UniqueSpec), :1121-1140 (Watermark)	1103-1504	strict+editor
flink-grammar.create-table-doris-engine	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	Doris-only ENGINE = under Flink	2026-08-07	negative	error	f6c91e9461f62dd67fa284f7a9c45b1bd994f0f12ee9c15d3026bd4471f9c10b	D-04 gate: Doris-only ENGINE = under Flink	009	strict+editor
flink-grammar.create-table-doris-key	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	Doris-only DUPLICATE KEY under Flink	2026-08-07	negative	error	0a7d1b0f6a5c63590d523c4d53829fd97b3c1c495d16af66df65760a65a0a11d	D-04 gate: Doris-only DUPLICATE KEY under Flink (parser.mbt parse_create_table key clause)	009	strict+editor
flink-grammar.create-table-doris-properties	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	Doris-only PROPERTIES under Flink	2026-08-07	negative	error	b1078ab63197d014c7c9c647856f3bedfcfab331ecdb050caa905857a39dbcc0	D-04 gate: Doris-only PROPERTIES under Flink	009	strict+editor
flink-grammar.create-table-full-clauses	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateTable clause order	2026-08-07	positive	valid	685f85a9c2e1ea24d6014b7976df179fecf911072f6852e6d6f60c47b00762c6	parserImpls.ftl:1585-1712 (SqlCreateTable clause order), :1560-1600 (SqlDistribution)	1585-1712	strict+editor
flink-grammar.create-table-incomplete-col	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableColumn unclosed body	2026-08-07	recovery	recovered	fffdafb04a1491ab84296eff0142723ea8692270f7858c2314750eced091fcc2	parserImpls.ftl:1103-1145 (TableColumn unclosed body)	1103-1145	strict+editor
flink-grammar.create-table-incomplete-wm	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	Watermark missing AS expr	2026-08-07	recovery	recovered	3e6afc1ea80e083c0e44e6c9a1ca7d0de89736c8e47b5a13b54833c90dfafa97	parserImpls.ftl:1121-1140 (Watermark missing AS expr)	1121-1140	strict+editor
flink-grammar.create-table-like	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlTableLike feature list	2026-08-07	positive	valid	aa7806979e41f552b6f999983e7eddd30553fb706d315a4b861373b1fa861ae2	parserImpls.ftl:1714-1790 (SqlTableLike feature list)	1714-1790	strict+editor
flink-grammar.create-table-negative-buckets	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	IntoBuckets positive integer	2026-08-07	negative	error	bcec36187e9e4a8049e31a730dac31bfaa158392eedf396decdb6ef0d8b38f1a	parserImpls.ftl:1556-1570 (IntoBuckets positive integer)	1556-1570	strict+editor
flink-grammar.create-table-pk-enforced	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	ConstraintEnforcement bare ENFORCED	2026-08-07	negative	error	bab22751c619f7974b4cda79e3c0ca0ecd9b70cb3acb53f059c1d2f03189885f	parserImpls.ftl:1432-1504 (ConstraintEnforcement bare ENFORCED)	1432-1504	strict+editor
flink-grammar.create-table-random-distribution	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlDistribution testCreateTableWithRandomDistribution .fails	2026-08-07	negative	error	03ec1b84fdba2e591eeef40c22ef742240768403c1d453ae46ab6ad338ba86a4	parserImpls.ftl:1560-1600 (SqlDistribution testCreateTableWithRandomDistribution .fails)	1560-1600	strict+editor
flink-grammar.create-table-trailing-comma	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableColumnsOrIdentifiers trailing comma	2026-08-07	negative	error	d31d815f07d08ec441605f5a011cf053f05eda390775073eea5d15c7bd1832be	parserImpls.ftl:1794-1830 (TableColumnsOrIdentifiers trailing comma)	1794-1830	strict+editor
flink-grammar.create-table-typed-column	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TypedColumn	2026-08-07	positive	valid	7506106dad9bd7e8bf3cbd8f07ea199f34326f63782436aa31cb8d86cfeb31f6	parserImpls.ftl:1146-1130 (TypedColumn)	1146-1130	strict+editor
flink-grammar.create-table-watermark-second	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	Watermark multipleWatermarksUnsupported	2026-08-07	negative	error	e03969bbe8acd2e2065af711615838a93accabf2e2184eeea810b385cd53ddb6	parserImpls.ftl:1121-1140 (Watermark multipleWatermarksUnsupported)	1121-1140	strict+editor
flink-grammar.create-table-with-as	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	Properties	2026-08-07	positive	valid	6545ffff839c5f22c46a2d7c467b7e75a17c1f40e4bf7968467166d47a0e844c	parserImpls.ftl:1506-1556 (Properties) + :1650-1690 (WITH-before-AS CTAS)	1506-1690	strict+editor
flink-grammar.create-view	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateView	2026-08-07	positive	valid	3968414113c6172891f0c2e21c35b55f2de3197c0025bc4cf0eb6a7247a6b48e	parserImpls.ftl:2414-2439 (SqlCreateView)	2414-2439	strict+editor
flink-grammar.create-view-field-list	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateView field list	2026-08-07	positive	valid	9005a98725e47860cb98035b7c20268f3e26020bb364186d785b6e5611975e24	parserImpls.ftl:2414-2439 (SqlCreateView field list)	2414-2439	strict+editor
flink-grammar.create-view-incomplete	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateView missing AS query	2026-08-07	recovery	recovered	f1946d84840067dd92535d36811bada14d504e6adf669231fcd65ba29adfa90b	parserImpls.ftl:2414-2439 (SqlCreateView missing AS query)	2414-2439	strict+editor
