fixture_id	dialect	profile	exact_release	calcite_version	parser_config	source_archive_url	sha512	git_tag	git_commit	source_url	heading	retrieval_date	category	expected_status	fixture_sha256	grammar_path	line_range	mode
flink-grammar.set-except-all	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	QueryOrExpr/CompoundQuery	2026-08-07	positive	valid	a92f17cda08cf58a591f38fd9c868d3766f2ee9ace510e38abd5bf7b6452ec45	Parser-calcite-1.36.0.jj:3395 (QueryOrExpr/CompoundQuery)	3395-3406	strict+editor
flink-grammar.set-intersect	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	QueryOrExpr/CompoundQuery	2026-08-07	positive	valid	ca07acf03996e2480d719a75a90b6a57b2dd2c49f71e027772c3a2ab67b7450b	Parser-calcite-1.36.0.jj:3395 (QueryOrExpr/CompoundQuery)	3395-3406	strict+editor
flink-grammar.set-intersect-all	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	QueryOrExpr/CompoundQuery	2026-08-07	positive	valid	df72e43fc7367feae7b7271104d496f199221f200bc16ce7849456b743213a7a	Parser-calcite-1.36.0.jj:3395 (QueryOrExpr/CompoundQuery)	3395-3406	strict+editor
flink-grammar.set-option	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlSetOption	2026-08-07	positive	valid	bb093b4d30aa06813e3dcd4781e594d36d764d59909d3d5f1e00130d01c75b88	parserImpls.ftl:3294-3333 (SqlSetOption)	3294-3333	strict+editor
flink-grammar.set-union-all	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	QueryOrExpr/CompoundQuery	2026-08-07	positive	valid	27a8ebc066f6c4b2e736b9eff343a9e13c73317936e2e850ac5dc8881176f7bd	Parser-calcite-1.36.0.jj:3395 (QueryOrExpr/CompoundQuery)	3395-3406	strict+editor
flink-grammar.show-catalogs	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlShowCatalogs, Parser.tdd:651-727	2026-08-07	positive	valid	6b467e8eacc94d36d2ca8681c5f098a3d80fd527c9bed14f92b3e78c29adc054	parserImpls.ftl (SqlShowCatalogs, Parser.tdd:651-727)	651-727	strict+editor
flink-grammar.show-negative	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlShowTables 674-714	2026-08-07	negative	error	b2b4a85ad8c90fa31d5725c50ca75125f96d6c9bb7676fc048b6cc46e9646662	parserImpls.ftl (SqlShowTables 674-714)	674-714	strict+editor
flink-grammar.show-tables-from-like	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlShowTables 674-714, SqlShow* family	2026-08-07	positive	valid	1c47fa9dfc3d838d60a3ca7485f2e8445ab99166470638a19b92ae9a229cbe23	parserImpls.ftl (SqlShowTables 674-714, SqlShow* family)	674-714	strict+editor
flink-grammar.tvf-cumulate	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	planner-prerequisite	valid	19bc8cba99c39a81225b1ffdaaefeb9b1ed138e215e55407590de57c5c9b349f	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (CUMULATE (no keyword token, generic identifier path))	2443-2460	strict+editor
flink-grammar.tvf-hop-four-arg	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	planner-prerequisite	valid	a17371b2ba8d76fcdb2d4bbddcd026421016f894c3581a3d8097091032b452b0	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (HOP four-argument slide+size form)	2443-2460	strict+editor
flink-grammar.tvf-incomplete-interval	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	recovery	recovered	9ccad4506fa16b1b4517763a63df7a71e2935f2cb87ef65703f151183f864714	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (incomplete: truncated INTERVAL literal (CST-01))	2443-2460	strict+editor
flink-grammar.tvf-missing-descriptor-size	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	negative	error	554b1b371b3bd05fbad866e8b897aa5a7ac1548b6f50ba50411c2dec02482cb1	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (negative: too-short TUMBLE(TABLE T1))	2443-2460	strict+editor
flink-grammar.tvf-missing-table	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	negative	error	ec123d0393d8a843beb72b4a343af67e7301495d0675a96f6581c3d8631d70ff	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (negative: first argument not TABLE ref (probe FLINK-05 empty))	2443-2460	strict+editor
flink-grammar.tvf-named-arg	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	planner-prerequisite	valid	714bd3aa952893208cc5045fd8ca95a348af4864bb06285e579422571b9a5a8d	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (named-argument => TVF (Parser.jj:8794 NAMED_ARGUMENT_ASSIGNMENT))	2443-2460	strict+editor
flink-grammar.tvf-offset-interval	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	planner-prerequisite	valid	9be31344f9816368f3ac7023b68f0c2a21ef93d5f3aa0b221525f40fd221a11b	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (negative offset INTERVAL '-8' HOUR known-limitation)	2443-2460	strict+editor
flink-grammar.tvf-recovery	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	recovery	recovered	1ccad48bc6e1e3411747597f37953c831102074789e50d9034669a9bd29ca779	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (recovery: unclosed TVF recovers at ';' (trailing SELECT own statement))	2443-2460	strict+editor
flink-grammar.tvf-session	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	planner-prerequisite	valid	5b5ed2ce371c7041db5300077c98c758bc3563e353bddaa2bdcd3dc1290bf704	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (SESSION (non-reserved, Parser.tdd:509))	2443-2460	strict+editor
flink-grammar.tvf-table-wrapper	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	planner-prerequisite	valid	f8e4a8740d8e3406cd1338eb5f9ee6a08716133ac9e6c03bcee590d20cd90382	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (explicit TABLE(TUMBLE(...)) wrapper (MatchRecognizeTest.scala:141-148))	2443-2460	strict+editor
flink-grammar.tvf-tumble-day	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	TableFunctionCall	2026-08-07	planner-prerequisite	valid	0872ed38f115f585e1964f42486baaf74da557e303dc7c7a0a761b072ee9aa45	Parser-calcite-1.36.0.jj:2391 (TableFunctionCall) (TUMBLE TVF + window_start/window_end output cols (WindowAggregateITCase.scala:228-263))	2443-2460	strict+editor
flink-grammar.update-comment	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	Doris-only UPDATE COMMENT	2026-08-07	negative	error	0bb44428e2bea8acede0a9be95f608b053732ddc4633024e12bf0e50f4f1a66f	D-04 gate: Doris-only UPDATE COMMENT (parser.mbt parse_update)	009	strict+editor
flink-grammar.update-incomplete	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlUpdate SET	2026-08-07	recovery	recovered	f42ce52a66364b915dadae22c5c92c4835612939508ee064580d8acae98ab109	Parser-calcite-1.36.0.jj:1794-1832 (SqlUpdate SET)	1794-1832	strict+editor
flink-grammar.update-recovery	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlUpdate	2026-08-07	recovery	recovered	b315e8e2054153a4978dd333561fb2dcb0c379a9f50666db423f131aaa434f97	Parser-calcite-1.36.0.jj:1794-1832 (SqlUpdate)	1794-1832	strict+editor
flink-grammar.update-where	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlUpdate	2026-08-07	positive	valid	17f398b0074cfaf311c4e56932c59474a23bb517da7d1572f4ce961858e585fb	Parser-calcite-1.36.0.jj:1794-1832 (SqlUpdate)	1794-1832	strict+editor
flink-grammar.upsert-into-values	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	RichSqlInsert UPSERT	2026-08-07	positive	valid	9dbd9e4693a04f3e5b331ce60bf0ad36f08a99d07f947020099c413b93145a68	parserImpls.ftl:2306-2379 (RichSqlInsert UPSERT)	2306-2379	strict+editor
flink-grammar.use-catalog	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlUseCatalog/SqlUseDatabase	2026-08-07	positive	valid	13eef689ee6bb3a812d5c3218e2fe677361d079ca7066c0606b97facfe05fee0	parserImpls.ftl (SqlUseCatalog/SqlUseDatabase)	651-727	strict+editor
flink-grammar.view-recovery	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	SqlCreateView AS query + statement boundary	2026-08-07	recovery	recovered	2cec7b3face46036b954d951484e7ef2adfc7c550b74da968645fedf7f362db2	parserImpls.ftl:2414-2439 (SqlCreateView AS query + statement boundary)	2414-2439	strict+editor
flink-lexical.backtick-escape	doris	4.x	4.x	N/A	N/A	N/A	N/A	N/A	N/A	https://doris.apache.org/docs/4.x/sql-manual/	Doris scan_quoted double-escape	2026-08-07	positive	valid	ee9d8ce8b342079d17b4954cd514801d776d180df2713c6ed742be66ffae4d46	Doris scan_quoted doubling	N/A	strict+editor
flink-lexical.backtick-escape	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	BTID double-backtick (Parser-calcite-1.36.0.jj:8951-8962)	2026-08-07	positive	valid	ee9d8ce8b342079d17b4954cd514801d776d180df2713c6ed742be66ffae4d46	Parser-calcite-1.36.0.jj:8951-8962 (BTID)	8951-8962	strict+editor
flink-lexical.double-quote	doris	4.x	4.x	N/A	N/A	N/A	N/A	N/A	N/A	https://doris.apache.org/docs/4.x/sql-manual/	Quoted identifier under Doris	2026-08-07	positive	valid	ad4cb87b0c249ebd3e6542285a34d385aa8868aae7ca75b1c6c75f86040f8c24	Doris Quoted identifier (scan_quoted)	N/A	strict+editor
flink-lexical.double-quote	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	DOUBLE_QUOTE symbol (Parser-calcite-1.36.0.jj:8797)	2026-08-07	negative	error	ad4cb87b0c249ebd3e6542285a34d385aa8868aae7ca75b1c6c75f86040f8c24	Parser-calcite-1.36.0.jj:8797 (DOUBLE_QUOTE)	8797	strict+editor
flink-lexical.e-literal	doris	4.x	4.x	N/A	N/A	N/A	N/A	N/A	N/A	https://doris.apache.org/docs/4.x/sql-manual/	no E-literal prefix under Doris	2026-08-07	negative	error	153beb94f2b91c8549b1fa407e373951876ff417e15e7dbb575cc22a78d9d65e	Doris no E-literal prefix	N/A	strict+editor
flink-lexical.e-literal	flink	flink-1.20.5	flink-1.20.5	1.32.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-1.20.5/flink-1.20.5-src.tgz	ce11ae5a81a2ba16d1c5f22e5025a743bccff4f54a3b9836e58956ac98720c73db5a1c4ab7c87436c6fecc2c5dd8dca2514acc29d5e1c36334c41265729e3add	release-1.20.5	0980485040c6dbec3a1b32da05c4b655cf01ad2b	https://archive.apache.org/dist/flink/flink-1.20.5/flink-1.20.5-src.tgz	no E-literal in Calcite 1.32.0 (flink-1.20.5)	2026-08-07	negative	error	153beb94f2b91c8549b1fa407e373951876ff417e15e7dbb575cc22a78d9d65e	absent in Calcite 1.32.0 (no E-literal)	N/A	strict+editor
flink-lexical.e-literal	flink	flink-2.1.3	flink-2.1.3	1.34.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.1.3/flink-2.1.3-src.tgz	a1a35ee35d5d417b7445de1648510060d2c3281f7185eefe4d2fc74b9c77821b89bbc9de55f47dbf2053d20d87fbc4c5d90af9bba4fd9d9c75d0f3ce44d8b3fe	release-2.1.3	6cda56b084d5c337b36d2f8ed464bc92093b0a34	https://archive.apache.org/dist/flink/flink-2.1.3/flink-2.1.3-src.tgz	C_STYLE_ESCAPED_STRING_LITERAL (Parser-calcite-1.34.0.jj:8469)	2026-08-07	positive	valid	153beb94f2b91c8549b1fa407e373951876ff417e15e7dbb575cc22a78d9d65e	Parser-calcite-1.34.0.jj:8469 (C_STYLE_ESCAPED_STRING_LITERAL)	8469	strict+editor
flink-lexical.e-literal	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	C_STYLE_ESCAPED_STRING_LITERAL (Parser-calcite-1.36.0.jj:8721)	2026-08-07	positive	valid	153beb94f2b91c8549b1fa407e373951876ff417e15e7dbb575cc22a78d9d65e	Parser-calcite-1.36.0.jj:8721 (C_STYLE_ESCAPED_STRING_LITERAL)	8721	strict+editor
flink-lexical.hash-comment	doris	4.x	4.x	N/A	N/A	N/A	N/A	N/A	N/A	https://doris.apache.org/docs/4.x/sql-manual/	# is a Doris line comment	2026-08-07	negative	error	3117a4b01017145c98ff246e193048104f64790ba89132b78dabee1094ed4c45	Doris # line-comment policy	N/A	strict+editor
flink-lexical.hash-comment	flink	flink-2.3.0	flink-2.3.0	1.36.0	Lex.JAVA,identifierMaxLength=256,conformance=FlinkSqlConformance.DEFAULT	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	b189214e5b8b45c3f76bb296550f5ae49f711541d70ce2054787571dcbd026bf539b3b90ac902917523a6e894619c0df93210315f64bd0d6244c8328eb5d1cbd	release-2.3.0	c0f8d1a1e09f209885a88f9c19ceb9d9e9870283	https://archive.apache.org/dist/flink/flink-2.3.0/flink-2.3.0-src.tgz	# is a Flink lexical error (FATHOM-PARSE-003)	2026-08-07	negative	error	3117a4b01017145c98ff246e193048104f64790ba89132b78dabee1094ed4c45	FATHOM-PARSE-003 (# lexical error)	N/A	strict+editor
